tconst,averageRating,numVotes,titleType,title,originalTitle,isAdult,year,runtimeMinutes,imdb_genres
tt0109356,6.4,257,movie,magic hunter,Büvös vadász,0,1994,106,"Drama,Fantasy"
tt0109361,5.2,8601,movie,cabin boy,Cabin Boy,0,1994,80,"Adventure,Comedy,Romance"
tt0109370,5.9,16943,movie,canadian bacon,Canadian Bacon,0,1995,91,Comedy
tt0109374,6.3,2356,movie,captives,Captives,0,1994,100,"Crime,Drama,Romance"
tt0109381,7.6,290,movie,carmen miranda: bananas is my business,Carmen Miranda: Bananas Is My Business,0,1995,91,"Biography,Documentary,Music"
tt0109382,7.2,7844,movie,dear diary,Caro diario,0,1993,100,"Biography,Comedy,Drama"
tt0109390,6.3,334,movie,a century of cinema,A Century of Cinema,0,1994,72,Documentary
tt0109403,5.1,6559,movie,chasers,Chasers,0,1994,102,"Action,Comedy,Drama"
tt0109424,8.0,76003,movie,chungking express,Chung Hing sam lam,0,1994,102,"Comedy,Crime,Drama"
tt0109439,5.5,19436,movie,city slickers ii: the legend of curly's gold,City Slickers II: The Legend of Curly's Gold,0,1994,116,"Comedy,Western"
tt0109443,5.7,3900,movie,clean slate,Clean Slate,0,1994,107,"Comedy,Mystery"
tt0109444,6.9,97248,movie,clear and present danger,Clear and Present Danger,0,1994,141,"Action,Crime,Drama"
tt0109445,7.7,218908,movie,clerks,Clerks,0,1994,92,Comedy
tt0109446,6.7,64981,movie,the client,The Client,0,1994,119,"Crime,Drama,Mystery"
tt0109450,6.4,7581,movie,cobb,Cobb,0,1994,128,"Biography,Drama,Sport"
tt0109454,6.9,1897,movie,colonel chabert,Le colonel Chabert,0,1994,110,"Drama,History,Romance"
tt0109456,5.2,23827,movie,color of night,Color of Night,0,1994,121,"Drama,Mystery,Romance"
tt0109480,5.2,6788,movie,cops and robbersons,Cops and Robbersons,0,1994,93,"Comedy,Crime,Thriller"
tt0109484,6.6,13101,movie,"corrina, corrina","Corrina, Corrina",0,1994,115,"Comedy,Drama,Romance"
tt0109485,7.6,96,movie,celestial clockwork,Cortázar,0,1994,80,Documentary
tt0109489,6.2,79,movie,costa brava,Costa Brava,0,1995,90,"Comedy,Romance"
tt0109491,6.7,771,movie,country life,Country Life,0,1994,118,"Drama,Romance"
tt0109493,5.9,8284,movie,the cowboy way,The Cowboy Way,0,1994,102,"Action,Comedy,Crime"
tt0109504,7.0,10274,movie,crooklyn,Crooklyn,0,1994,115,"Comedy,Drama"
tt0109506,7.5,178142,movie,the crow,The Crow,0,1994,102,"Action,Fantasy,Thriller"
tt0109508,8.0,19936,movie,crumb,Crumb,0,1994,119,"Biography,Comedy,Documentary"
tt0109520,6.1,39908,movie,d2: the mighty ducks,D2: The Mighty Ducks,0,1994,106,"Comedy,Drama,Family"
tt0109578,4.8,7779,movie,death wish: the face of death,Death Wish V: The Face of Death,0,1994,95,"Action,Crime,Drama"
tt0109579,7.3,24436,movie,death and the maiden,Death and the Maiden,0,1994,103,"Drama,Mystery,Thriller"
tt0109592,7.1,21196,movie,dellamorte dellamore,Dellamorte Dellamore,0,1994,105,"Comedy,Horror"
tt0109593,4.7,2143,movie,delta of venus,Delta of Venus,0,1995,102,Drama
tt0109635,6.1,49424,movie,disclosure,Disclosure,0,1994,128,"Drama,Thriller"
tt0109642,7.4,42471,movie,dolores claiborne,Dolores Claiborne,0,1995,132,"Crime,Drama,Mystery"
tt0109655,7.1,1158,movie,double happiness,Double Happiness,0,1994,87,"Drama,Romance"
tt0109676,5.6,20276,movie,drop zone,Drop Zone,0,1994,101,"Action,Adventure,Thriller"
tt0109686,7.3,374205,movie,dumb and dumber,Dumb and Dumber,0,1994,107,Comedy
tt0109688,7.0,14988,movie,ashes of time,Dung che sai duk,0,1994,100,"Action,Drama"
tt0109707,7.9,173026,movie,ed wood,Ed Wood,0,1994,127,"Biography,Comedy,Drama"
tt0109729,7.6,2115,movie,the endless summer 2,The Endless Summer 2,0,1994,109,"Adventure,Documentary,Sport"
tt0109751,6.9,224,movie,under the domim tree,Etz Hadomim Tafus,0,1994,102,Drama
tt0109758,4.2,6876,movie,exit to eden,Exit to Eden,0,1994,113,"Comedy,Crime,Romance"
tt0109759,7.0,19264,movie,exotica,Exotica,0,1994,103,Drama
tt0109771,6.8,6738,movie,farinelli,Farinelli,0,1994,111,"Biography,Drama,Music"
tt0109781,7.4,3859,movie,faust,Faust,0,1994,97,"Animation,Comedy,Drama"
tt0109783,5.2,2853,movie,the favor,The Favor,0,1994,97,"Comedy,Romance"
tt0109785,6.3,465,movie,federal hill,Federal Hill,0,1994,97,"Crime,Drama"
tt0109813,4.9,80154,movie,the flintstones,The Flintstones,0,1994,91,"Comedy,Family,Fantasy"
tt0109823,6.0,948,movie,for the moment,For the Moment,0,1993,120,"Drama,Romance,War"
tt0109828,5.8,333,movie,foreign student,Foreign Student,0,1994,90,Drama
tt0109830,8.8,1971207,movie,forrest gump,Forrest Gump,0,1994,142,"Drama,Romance"
tt0109831,7.1,149302,movie,four weddings and a funeral,Four Weddings and a Funeral,0,1994,117,"Comedy,Drama,Romance"
tt0109836,6.3,54428,movie,mary shelley's frankenstein,Frankenstein,0,1994,123,"Drama,Horror,Romance"
tt0109842,7.5,13132,movie,fresh,Fresh,0,1994,114,"Crime,Drama,Thriller"
tt0109890,5.8,18172,movie,the getaway,The Getaway,0,1994,115,"Action,Adventure,Crime"
tt0109891,4.8,8007,movie,getting even with dad,Getting Even with Dad,0,1994,109,"Comedy,Crime,Family"
tt0109906,6.2,3377,movie,the glass shield,The Glass Shield,0,1994,109,"Crime,Drama"
tt0109913,5.7,2162,movie,go fish,Go Fish,0,1994,83,"Comedy,Drama,Romance"
tt0109920,5.0,2566,movie,a good man in africa,A Good Man in Africa,0,1994,94,Comedy
tt0109934,7.4,459,movie,a great day in harlem,A Great Day in Harlem,0,1994,60,"Documentary,Music"
tt0109942,6.4,1900,movie,dead tired,Grosse fatigue,0,1994,92,Comedy
tt0109949,6.9,1501,movie,guantanamera,Guantanamera,0,1995,105,"Comedy,Drama"
tt0110005,7.3,62908,movie,heavenly creatures,Heavenly Creatures,0,1994,99,"Biography,Crime,Drama"
tt0110006,6.6,27433,movie,heavyweights,Heavyweights,0,1995,100,"Comedy,Drama,Family"
tt0110027,4.4,20867,movie,highlander: the final dimension,Highlander III: The Sorcerer,0,1994,99,"Action,Fantasy,Romance"
tt0110057,8.3,25997,movie,hoop dreams,Hoop Dreams,0,1994,170,"Documentary,Drama,Sport"
tt0110061,4.0,258,movie,hostile intentions,Hostile Intentions,0,1995,90,"Action,Drama,Thriller"
tt0110064,4.6,5249,movie,house party 3,House Party 3,0,1994,100,"Comedy,Music,Romance"
tt0110066,5.9,6926,movie,houseguest,Houseguest,0,1995,113,Comedy
tt0110074,7.2,80183,movie,the hudsucker proxy,The Hudsucker Proxy,0,1994,111,"Comedy,Drama,Fantasy"
tt0110081,8.3,17699,movie,to live,Huo zhe,0,1994,133,"Drama,War"
tt0110091,6.8,1690,movie,i like it like that,I Like It Like That,0,1994,104,"Comedy,Drama,Romance"
tt0110093,5.3,11978,movie,i love trouble,I Love Trouble,0,1994,123,"Action,Comedy,Romance"
tt0110097,5.5,2668,movie,i'll do anything,I'll Do Anything,0,1994,115,"Comedy,Drama"
tt0110099,6.2,25072,movie,i.q.,I.Q.,0,1994,100,"Comedy,Romance"
tt0110116,7.4,24580,movie,immortal beloved,Immortal Beloved,0,1994,121,"Biography,Drama,Music"
tt0110123,4.9,13472,movie,in the army now,In the Army Now,0,1994,91,"Comedy,War"
tt0110137,6.4,1434,movie,the inkwell,The Inkwell,0,1994,110,"Comedy,Drama,Romance"
tt0110167,6.4,38779,movie,it could happen to you,It Could Happen to You,0,1994,101,"Comedy,Drama,Romance"
tt0110171,6.9,1228,movie,i can't sleep,J'ai pas sommeil,0,1994,110,"Drama,Mystery,Romance"
tt0110173,7.1,724,movie,jlg/jlg: self-portrait in december,JLG/JLG - autoportrait de décembre,0,1994,62,"Documentary,Drama"
tt0110186,6.6,4074,movie,jason's lyric,Jason's Lyric,0,1994,119,"Crime,Drama,Romance"
tt0110189,4.7,2607,movie,the jerky boys,The Jerky Boys,0,1995,82,"Comedy,Crime"
tt0110197,5.3,3327,movie,jimmy hollywood,Jimmy Hollywood,0,1994,112,"Comedy,Crime,Drama"
tt0110213,6.0,17608,movie,the jungle book,The Jungle Book,0,1994,111,"Adventure,Family,Romance"
tt0110216,4.7,68182,movie,junior,Junior,0,1994,109,"Comedy,Romance,Sci-Fi"
tt0110217,7.1,239,movie,jupiter's wife,Jupiter's Wife,0,1995,87,"Biography,Documentary,Mystery"
tt0110246,6.8,480,movie,kaspar hauser,Kaspar Hauser,0,1993,139,"Drama,History,Mystery"
tt0110251,7.1,1184,movie,nobody loves me,Keiner liebt mich,0,1994,104,"Comedy,Drama"
tt0110259,5.9,720,movie,bulletproof heart,Killer,0,1994,95,"Crime,Drama,Romance"
tt0110265,6.4,20457,movie,killing zoe,Killing Zoe,0,1993,96,"Crime,Thriller"
tt0110296,7.4,3485,movie,ladybird ladybird,Ladybird Ladybird,0,1994,101,Drama
tt0110299,7.5,2233,movie,lamerica,Lamerica,0,1994,116,"Comedy,Drama"
tt0110305,5.8,6170,movie,lassie,Lassie,0,1994,94,"Adventure,Family"
tt0110322,7.5,160727,movie,legends of the fall,Legends of the Fall,0,1994,133,"Drama,Romance,War"
tt0110353,5.5,6828,movie,lightning jack,Lightning Jack,0,1994,98,"Comedy,Western"
tt0110357,8.5,1013037,movie,the lion king,The Lion King,0,1994,88,"Adventure,Animation,Drama"
tt0110363,6.1,10668,movie,little big league,Little Big League,0,1994,119,"Comedy,Family,Sport"
tt0110365,6.7,8014,movie,little odessa,Little Odessa,0,1994,98,"Crime,Drama"
tt0110366,6.3,48159,movie,the little rascals,The Little Rascals,0,1994,82,"Comedy,Family,Romance"
tt0110367,7.3,57095,movie,little women,Little Women,0,1994,115,"Drama,Family,Romance"
tt0110374,4.4,562,movie,loaded,Loaded,0,1994,108,"Drama,Mystery,Thriller"
tt0110391,6.0,4744,movie,love affair,Love Affair,0,1994,108,"Comedy,Drama,Romance"
tt0110395,6.0,4502,movie,love and a .45,Love and a .45,0,1994,101,"Crime,Romance,Thriller"
tt0110399,5.9,7207,movie,a low down dirty shame,A Low Down Dirty Shame,0,1994,108,"Action,Comedy,Crime"
tt0110400,5.9,593,movie,the low life,The Low Life,0,1995,96,Drama
tt0110428,7.2,16508,movie,the madness of king george,The Madness of King George,0,1994,110,"Biography,Comedy,Drama"
tt0110443,6.2,34966,movie,major payne,Major Payne,0,1995,95,"Adventure,Comedy,Family"
tt0110455,6.7,1112,movie,a man of no importance,A Man of No Importance,0,1994,99,"Comedy,Drama"
tt0110475,6.9,372632,movie,the mask,The Mask,0,1994,101,"Action,Comedy,Crime"
tt0110478,7.0,109423,movie,maverick,Maverick,0,1994,127,"Action,Adventure,Comedy"
tt0110480,7.4,489,movie,maya lin: a strong clear vision,Maya Lin: A Strong Clear Vision,0,1994,105,"Biography,Documentary"
tt0110516,5.6,12079,movie,milk money,Milk Money,0,1994,110,"Comedy,Romance"
tt0110521,7.1,1033,movie,mina tannenbaum,Mina Tannenbaum,0,1994,128,Drama
tt0110527,6.6,36389,movie,miracle on 34th street,Miracle on 34th Street,0,1994,114,"Family,Fantasy"
tt0110538,5.4,11793,movie,mixed nuts,Mixed Nuts,0,1994,97,"Comedy,Drama"
tt0110570,7.4,10237,movie,the monster,Il mostro,0,1994,112,"Comedy,Crime,Mystery"
tt0110588,6.4,4543,movie,mrs. parker and the vicious circle,Mrs. Parker and the Vicious Circle,0,1994,125,"Biography,Drama"
tt0110598,7.2,38115,movie,muriel's wedding,Muriel's Wedding,0,1994,106,"Comedy,Drama"
tt0110604,6.7,5684,movie,mute witness,Mute Witness,0,1995,95,"Crime,Horror,Thriller"
tt0110620,6.0,3190,movie,nadja,Nadja,0,1994,93,"Drama,Horror"
tt0110622,6.5,102583,movie,naked gun 33 1/3: the final insult,Naked Gun 33 1/3: The Final Insult,0,1994,83,"Comedy,Crime"
tt0110623,5.5,1663,movie,naked in new york,Naked in New York,0,1993,95,"Comedy,Romance"
tt0110632,7.2,229127,movie,natural born killers,Natural Born Killers,0,1994,119,"Action,Crime,Drama"
tt0110638,6.5,28939,movie,nell,Nell,0,1994,112,Drama
tt0110647,3.1,12507,movie,the neverending story iii,Die unendliche Geschichte III: Rettung aus Phantasien,0,1994,95,"Adventure,Comedy,Family"
tt0110649,5.7,1169,movie,the new age,The New Age,0,1994,112,"Comedy,Drama"
tt0110657,4.5,29853,movie,the next karate kid,The Next Karate Kid,0,1994,107,"Action,Drama,Family"
tt0110671,5.5,646,movie,nina takes a lover,Nina Takes a Lover,0,1994,100,"Comedy,Romance"
tt0110678,6.1,19796,movie,no escape,No Escape,0,1994,118,"Action,Drama,Sci-Fi"
tt0110684,7.3,20009,movie,nobody's fool,Nobody's Fool,0,1994,110,"Comedy,Drama"
tt0110687,4.5,13926,movie,north,North,0,1994,87,"Adventure,Comedy,Drama"
tt0110693,5.8,69,movie,nothing to lose,Nothing to Lose,0,1994,95,"Action,Crime,Drama"
tt0110712,5.0,2138,movie,of love and shadows,Of Love and Shadows,0,1994,105,"Drama,Romance,Thriller"
tt0110719,7.4,1471,movie,window to paris,Okno v Parizh,0,1993,115,"Comedy,Drama,Fantasy"
tt0110729,7.9,33659,movie,once were warriors,Once Were Warriors,0,1994,102,"Crime,Drama"
tt0110737,6.5,22367,movie,only you,Only You,0,1994,109,"Comedy,Romance"
tt0110763,6.1,23049,movie,the pagemaster,The Pagemaster,0,1994,80,"Adventure,Animation,Comedy"
tt0110769,6.8,490,movie,"red firecracker, green firecracker",Pao Da Shuang Deng,0,1994,111,"Drama,Romance"
tt0110771,6.6,13988,movie,the paper,The Paper,0,1994,112,"Comedy,Drama"
tt0110823,6.0,9458,movie,phantasm iii: lord of the dead,Phantasm III: Lord of the Dead,0,1994,91,"Action,Fantasy,Horror"
tt0110877,7.8,35856,movie,the postman,Il postino,0,1994,108,"Biography,Comedy,Drama"
tt0110882,7.9,14748,movie,before the rain,Pred dozhdot,0,1994,113,"Drama,Romance,War"
tt0110889,7.1,10254,movie,priest,Priest,0,1994,105,"Drama,Romance"
tt0110892,6.0,2711,movie,princess caraboo,Princess Caraboo,0,1994,97,"Comedy,Drama,History"
tt0110907,5.2,15061,movie,ready to wear,Prêt-à-Porter,0,1994,133,"Comedy,Drama"
tt0110912,8.9,1963569,movie,pulp fiction,Pulp Fiction,0,1994,154,"Crime,Drama"
tt0110932,7.5,68362,movie,quiz show,Quiz Show,0,1994,133,"Biography,Drama,History"
tt0110939,6.1,3646,movie,radioland murders,Radioland Murders,0,1994,108,"Comedy,Crime,Drama"
tt0110950,6.6,48963,movie,reality bites,Reality Bites,0,1994,99,"Comedy,Drama,Romance"
tt0110955,6.9,24692,movie,the ref,The Ref,0,1994,97,"Comedy,Crime,Drama"
tt0110963,7.4,17373,movie,queen margot,La reine Margot,0,1994,159,"Biography,Drama,History"
tt0110965,5.5,329,movie,relative fear,Relative Fear,0,1994,94,"Drama,Horror,Thriller"
tt0110971,6.2,17780,movie,renaissance man,Renaissance Man,0,1994,128,"Comedy,Drama"
tt0110978,3.3,22543,movie,texas chainsaw massacre: the next generation,The Return of the Texas Chainsaw Massacre,0,1994,87,"Comedy,Horror,Thriller"
tt0110989,5.4,68020,movie,richie rich,Ri¢hie Ri¢h,0,1994,95,"Comedy,Family"
tt0110997,6.4,45472,movie,the river wild,The River Wild,0,1994,111,"Adventure,Crime,Thriller"
tt0111001,5.9,12239,movie,the road to wellville,The Road to Wellville,0,1994,118,"Comedy,Drama"
tt0111003,5.9,8962,movie,the puppet masters,The Puppet Masters,0,1994,109,"Horror,Sci-Fi,Thriller"
tt0111019,7.3,5809,movie,wild reeds,Les roseaux sauvages,0,1994,110,Drama
tt0111048,5.8,5052,movie,s.f.w.,S.F.W.,0,1994,96,"Comedy,Drama"
tt0111054,6.3,1279,movie,safe passage,Safe Passage,0,1994,98,Drama
tt0111070,6.5,113181,movie,the santa clause,The Santa Clause,0,1994,97,"Comedy,Drama,Family"
tt0111094,5.4,6346,movie,the scout,The Scout,0,1994,101,"Comedy,Drama,Sport"
tt0111102,6.9,1687,movie,second best,Second Best,0,1994,105,Drama
tt0111112,7.4,9047,movie,the secret of roan inish,The Secret of Roan Inish,0,1994,103,"Drama,Family,Fantasy"
tt0111127,6.8,29160,movie,serial mom,Serial Mom,0,1994,95,"Comedy,Crime,Thriller"
tt0111143,6.0,25164,movie,the shadow,The Shadow,0,1994,108,"Action,Adventure,Crime"
tt0111149,7.3,60216,movie,shallow grave,Shallow Grave,0,1994,89,"Crime,Thriller"
tt0111161,9.3,2554263,movie,the shawshank redemption,The Shawshank Redemption,0,1994,142,Drama
tt0111173,5.4,2779,movie,shopping,Shopping,0,1994,105,"Action,Crime,Drama"
tt0111180,5.4,285,movie,midnight dancers,Sibak,0,1994,100,"Crime,Drama"
tt0111187,5.9,3928,movie,silent fall,Silent Fall,0,1994,101,"Drama,Mystery,Thriller"
tt0111194,6.3,5545,movie,a simple twist of fate,A Simple Twist of Fate,0,1994,106,"Comedy,Drama"
tt0111201,5.9,10729,movie,sirens,Sirens,0,1994,98,"Comedy,Drama,Romance"
tt0111237,5.5,756,movie,somebody to love,Somebody to Love,0,1994,102,"Comedy,Drama"
tt0111252,6.3,6289,movie,spanking the monkey,Spanking the Monkey,0,1994,100,"Comedy,Drama"
tt0111255,5.5,65267,movie,the specialist,The Specialist,0,1994,110,"Action,Drama,Thriller"
tt0111256,5.7,5139,movie,speechless,Speechless,0,1994,99,"Comedy,Romance"
tt0111257,7.3,352610,movie,speed,Speed,0,1994,116,"Action,Adventure,Thriller"
tt0111271,6.0,1246,movie,squanto: a warrior's tale,Squanto: A Warrior's Tale,0,1994,102,"Adventure,Biography,Drama"
tt0111280,6.6,80582,movie,star trek: generations,Star Trek: Generations,0,1994,118,"Action,Adventure,Mystery"
tt0111282,7.0,186489,movie,stargate,Stargate,0,1994,116,"Action,Adventure,Sci-Fi"
tt0111301,4.0,70509,movie,street fighter,Street Fighter,0,1994,102,"Action,Adventure,Comedy"
tt0111309,7.3,5439,movie,the sum of us,The Sum of Us,0,1994,100,"Comedy,Drama"
tt0111323,6.2,11696,movie,surviving the game,Surviving the Game,0,1994,96,"Action,Adventure,Crime"
tt0111333,6.4,24458,movie,the swan princess,The Swan Princess,0,1994,93,"Adventure,Animation,Comedy"
tt0111342,6.9,1093,movie,la séparation,La séparation,0,1994,88,"Drama,Romance"
tt0111357,6.0,36,movie,talking about sex,Talking About Sex,0,1994,87,"Comedy,Drama,Romance"
tt0111359,5.9,3783,movie,tall tale,Tall Tale,0,1995,96,"Adventure,Family,Fantasy"
tt0111400,5.5,13656,movie,terminal velocity,Terminal Velocity,0,1994,102,"Action,Mystery,Romance"
tt0111418,6.3,13058,movie,threesome,Threesome,0,1994,93,"Comedy,Drama,Romance"
tt0111419,6.3,16835,movie,thumbelina,Thumbelina,0,1994,86,"Adventure,Animation,Family"
tt0111424,7.1,242,movie,the day the sun turned cold,Tian guo ni zi,0,1994,99,"Crime,Drama,Mystery"
tt0111430,6.8,383,movie,tigrero: a film that was never made,Tigrero: A Film That Was Never Made,0,1994,75,"Documentary,Drama"
tt0111438,5.9,58958,movie,timecop,Timecop,0,1994,99,"Action,Crime,Sci-Fi"
tt0111454,6.3,1716,movie,tom & viv,Tom & Viv,0,1994,125,"Biography,Drama,Romance"
tt0111488,5.4,1882,movie,trial by jury,Trial by Jury,0,1994,107,"Crime,Drama,Thriller"
tt0111495,8.1,100714,movie,three colors: red,Trois couleurs: Rouge,0,1994,99,"Drama,Mystery,Romance"
tt0111503,7.3,252115,movie,true lies,True Lies,0,1994,141,"Action,Comedy,Thriller"
tt0111507,7.6,71493,movie,three colors: white,Trois couleurs: Blanc,0,1994,92,"Comedy,Drama,Romance"
tt0111543,5.6,4353,movie,"little indian, big city",Un indien dans la ville,0,1994,90,"Adventure,Comedy,Romance"
tt0111546,7.3,992,movie,an unforgettable summer,Un été inoubliable,0,1994,82,"Drama,Romance,War"
tt0111579,7.8,15223,movie,burnt by the sun,Utomlennye solntsem,0,1994,135,"Drama,History,War"
tt0111590,7.4,4684,movie,vanya on 42nd street,Vanya on 42nd Street,0,1994,119,"Comedy,Drama,Romance"
tt0111667,6.7,12692,movie,the war,The War,0,1994,126,Drama
tt0111686,6.4,56842,movie,new nightmare,Wes Craven's New Nightmare,0,1994,112,"Fantasy,Horror,Mystery"
tt0111689,7.2,1544,movie,what happened was...,What Happened Was...,0,1994,91,"Comedy,Drama,Romance"
tt0111693,6.5,21846,movie,when a man loves a woman,When a Man Loves a Woman,0,1994,126,"Drama,Romance"
tt0111712,6.7,1697,movie,widows' peak,Widows' Peak,0,1994,101,"Comedy,Crime,Mystery"
tt0111732,6.7,14220,movie,with honors,With Honors,0,1994,101,"Comedy,Drama"
tt0111742,6.2,55567,movie,wolf,Wolf,0,1994,125,"Drama,Horror,Romance"
tt0111752,6.9,225,movie,the wooden man's bride,Wu Kui,0,1994,113,"Drama,Romance"
tt0111756,6.7,49760,movie,wyatt earp,Wyatt Earp,0,1994,191,"Adventure,Biography,Drama"
tt0111787,6.4,1741,movie,yankee zulu,Yankee Zulu,0,1993,100,"Comedy,Drama"
tt0111797,7.8,20464,movie,eat drink man woman,Yin shi nan nu,0,1994,124,"Comedy,Drama,Romance"
tt0111804,6.5,964,movie,martin lawrence: you so crazy,Martin Lawrence: You So Crazy,0,1994,84,"Comedy,Documentary"
tt0112257,6.4,1087,movie,"301, 302","301, 302",0,1995,100,"Horror,Mystery,Thriller"
tt0112281,6.4,212795,movie,ace ventura: when nature calls,Ace Ventura: When Nature Calls,0,1995,90,"Adventure,Comedy,Crime"
tt0112286,6.4,297,movie,across the sea of time,Across the Sea of Time,0,1995,51,"Adventure,Drama,Family"
tt0112288,6.4,9997,movie,the addiction,The Addiction,0,1995,82,"Drama,Horror"
tt0112302,5.5,10708,movie,tom and huck,Tom and Huck,0,1995,97,"Adventure,Comedy,Drama"
tt0112318,5.0,72,movie,alien escape,Alien Escape,0,1997,85,Sci-Fi
tt0112342,5.7,4123,movie,the amazing panda adventure,The Amazing Panda Adventure,0,1995,84,"Adventure,Drama,Family"
tt0112346,6.8,56507,movie,the american president,The American President,0,1995,114,"Comedy,Drama,Romance"
tt0112362,7.0,1446,movie,angel baby,Angel Baby,0,1995,105,"Drama,Romance"
tt0112364,6.3,898,movie,angela,Angela,0,1995,99,Drama
tt0112365,6.8,4603,movie,angels and insects,Angels and Insects,0,1995,116,"Drama,Romance"
tt0112368,6.7,6708,movie,angus,Angus,0,1995,90,"Comedy,Drama"
tt0112373,8.1,1172,movie,anne frank remembered,Anne Frank Remembered,0,1995,117,"Biography,Documentary,War"
tt0112379,7.4,8709,movie,antonia's line,Antonia,0,1995,102,"Comedy,Drama"
tt0112384,7.7,287270,movie,apollo 13,Apollo 13,0,1995,140,"Adventure,Drama,History"
tt0112401,6.3,81823,movie,assassins,Assassins,0,1995,133,"Action,Crime,Thriller"
tt0112427,5.9,2782,movie,an awfully big adventure,An Awfully Big Adventure,0,1995,112,"Comedy,Drama,Romance"
tt0112431,6.9,123193,movie,babe,Babe,0,1995,91,"Comedy,Drama,Family"
tt0112435,5.7,5752,movie,the baby-sitters club,The Baby-Sitters Club,0,1995,94,"Comedy,Drama,Family"
tt0112438,4.2,5311,movie,the babysitter,The Babysitter,0,1995,90,"Drama,Thriller"
tt0112442,6.8,257303,movie,bad boys,Bad Boys,0,1995,119,"Action,Comedy,Crime"
tt0112443,5.4,3044,movie,bad company,Bad Company,0,1995,108,"Crime,Drama,Thriller"
tt0112445,7.7,7316,movie,the white balloon,Badkonake sefid,0,1995,85,"Drama,Family"
tt0112453,7.1,42711,movie,balto,Balto,0,1995,78,"Adventure,Animation,Drama"
tt0112461,7.3,108542,movie,the basketball diaries,The Basketball Diaries,0,1995,102,"Biography,Crime,Drama"
tt0112462,5.4,246287,movie,batman forever,Batman Forever,0,1995,121,"Action,Adventure"
tt0112471,8.1,295364,movie,before sunrise,Before Sunrise,0,1995,101,"Drama,Romance"
tt0112483,4.8,2185,movie,best of the best 3: no turning back,Best of the Best 3: No Turning Back,0,1995,90,"Action,Crime,Drama"
tt0112495,6.6,5156,movie,beyond rangoon,Beyond Rangoon,0,1995,100,"Action,Adventure,Drama"
tt0112499,5.5,10029,movie,the big green,The Big Green,0,1995,100,"Comedy,Family,Sport"
tt0112508,6.3,140758,movie,billy madison,Billy Madison,0,1995,89,Comedy
tt0112509,5.0,159,movie,billy's holiday,Billy's Holiday,0,1995,92,Musical
tt0112536,4.8,3122,movie,bloodsport 2,Bloodsport 2,0,1996,90,"Action,Sport"
tt0112537,5.1,2715,movie,blue juice,Blue Juice,0,1995,90,"Comedy,Drama,Romance"
tt0112541,6.6,9502,movie,blue in the face,Blue in the Face,0,1995,83,Comedy
tt0112546,6.4,1692,movie,mouth to mouth,Boca a boca,0,1995,106,"Comedy,Romance"
tt0112556,7.0,2831,movie,happiness is in the field,Le bonheur est dans le pré,0,1995,106,Comedy
tt0112568,5.0,302,movie,a boy called hate,A Boy Called Hate,0,1995,97,"Crime,Drama,Romance"
tt0112571,6.4,12830,movie,boys on the side,Boys on the Side,0,1995,115,"Comedy,Drama"
tt0112572,6.1,22132,movie,the brady bunch movie,The Brady Bunch Movie,0,1995,90,Comedy
tt0112573,8.4,1009323,movie,braveheart,Braveheart,0,1995,178,"Biography,Drama,History"
tt0112579,7.6,79262,movie,the bridges of madison county,The Bridges of Madison County,0,1995,135,"Drama,Romance"
tt0112585,6.6,7846,movie,the brothers mcmullen,The Brothers McMullen,0,1995,98,"Comedy,Drama,Romance"
tt0112586,6.4,142,movie,brothers in trouble,Brothers in Trouble,0,1995,102,"Comedy,Drama"
tt0112602,5.6,6077,movie,bushwhacked,Bushwhacked,0,1995,90,"Adventure,Comedy,Crime"
tt0112604,6.3,1978,movie,butterfly kiss,Butterfly Kiss,0,1995,88,"Comedy,Drama,Romance"
tt0112606,6.1,6225,movie,bye bye love,Bye Bye Love,0,1995,106,Comedy
tt0112607,7.0,241,movie,bye-bye,Bye-Bye,0,1995,105,Drama
tt0112619,7.4,3095,movie,midaq alley,El Callejón de los Milagros,0,1995,140,"Drama,Romance"
tt0112625,5.2,12793,movie,candyman: farewell to the flesh,Candyman: Farewell to the Flesh,0,1995,95,"Horror,Thriller"
tt0112634,3.6,2065,movie,carnosaur 2,Carnosaur 2,0,1995,83,"Action,Horror,Sci-Fi"
tt0112637,6.8,5443,movie,carrington,Carrington,0,1995,121,"Biography,Drama,Romance"
tt0112641,8.2,501200,movie,casino,Casino,0,1995,178,"Crime,Drama"
tt0112642,6.1,130595,movie,casper,Casper,0,1995,100,"Comedy,Family,Fantasy"
tt0112646,7.0,317,movie,catwalk,Catwalk,0,1995,95,Documentary
tt0112651,7.8,6935,movie,the celluloid closet,The Celluloid Closet,0,1995,102,"Documentary,History"
tt0112679,6.6,8554,movie,circle of friends,Circle of Friends,0,1995,103,"Drama,Romance"
tt0112682,7.5,67707,movie,the city of lost children,La cité des enfants perdus,0,1995,112,"Drama,Fantasy,Sci-Fi"
tt0112688,6.9,22045,movie,clockers,Clockers,0,1995,128,"Crime,Drama,Mystery"
tt0112691,8.1,40782,short,a close shave,A Close Shave,0,1995,30,"Animation,Comedy,Crime"
tt0112697,6.9,205882,movie,clueless,Clueless,0,1995,97,"Comedy,Romance"
tt0112701,7.2,7007,tvMovie,cold comfort farm,Cold Comfort Farm,0,1995,105,"Comedy,Romance"
tt0112702,6.7,3757,movie,coldblooded,Coldblooded,0,1995,92,"Action,Comedy,Thriller"
