tconst,averageRating,numVotes,titleType,title,originalTitle,isAdult,year,runtimeMinutes,imdb_genres
tt0037024,7.1,3478,movie,the lodger,The Lodger,0,1944,84,"Crime,Horror,Mystery"
tt0037059,7.5,23832,movie,meet me in st. louis,Meet Me in St. Louis,0,1944,113,"Comedy,Drama,Family"
tt0037098,5.5,2907,movie,the mummy's curse,The Mummy's Curse,0,1944,60,"Action,Fantasy,Horror"
tt0037099,5.6,2905,movie,the mummy's ghost,The Mummy's Ghost,0,1944,61,"Fantasy,Horror"
tt0037101,7.5,13187,movie,"murder, my sweet","Murder, My Sweet",0,1944,95,"Crime,Drama,Film-Noir"
tt0037514,7.0,8642,movie,anchors aweigh,Anchors Aweigh,0,1945,140,"Comedy,Fantasy,Musical"
tt0037547,6.0,2003,movie,blood on the sun,Blood on the Sun,0,1945,94,"Drama,Romance,Thriller"
tt0037549,7.3,9057,movie,the body snatcher,The Body Snatcher,0,1945,78,"Horror,Thriller"
tt0037558,8.0,39206,movie,brief encounter,Brief Encounter,0,1945,86,"Drama,Romance"
tt0037674,8.3,19558,movie,children of paradise,Les enfants du paradis,0,1945,189,"Drama,Romance"
tt0037793,5.7,5341,movie,house of dracula,House of Dracula,0,1945,67,"Fantasy,Horror,Sci-Fi"
tt0037884,7.9,36187,movie,the lost weekend,The Lost Weekend,0,1945,101,"Drama,Film-Noir"
tt0037913,8.0,25223,movie,mildred pierce,Mildred Pierce,0,1945,111,"Crime,Drama,Film-Noir"
tt0038109,7.5,47694,movie,spellbound,Spellbound,0,1945,111,"Film-Noir,Mystery,Romance"
tt0038120,7.2,3238,movie,story of g.i. joe,Story of G.I. Joe,0,1945,108,"Biography,Drama,War"
tt0038166,6.4,13753,movie,the three caballeros,The Three Caballeros,0,1944,71,"Animation,Comedy,Family"
tt0038235,6.9,3527,movie,a walk in the sun,A Walk in the Sun,0,1945,117,"Drama,War"
tt0038300,6.8,2745,movie,angel on my shoulder,Angel on My Shoulder,0,1946,100,"Adventure,Comedy,Fantasy"
tt0038355,7.9,84052,movie,the big sleep,The Big Sleep,0,1946,114,"Crime,Film-Noir,Mystery"
tt0038499,6.8,8600,movie,duel in the sun,Duel in the Sun,0,1946,146,"Drama,Romance,Western"
tt0038559,7.6,31630,movie,gilda,Gilda,0,1946,110,"Drama,Film-Noir,Romance"
tt0038650,8.7,440991,movie,it's a wonderful life,It's a Wonderful Life,0,1946,130,"Drama,Family,Fantasy"
tt0038718,6.2,4232,movie,make mine music,Make Mine Music,0,1946,75,"Adventure,Animation,Comedy"
tt0038787,7.9,99215,movie,notorious,Notorious,0,1946,102,"Drama,Film-Noir,Romance"
tt0038969,7.0,13623,movie,song of the south,Song of the South,0,1946,94,"Animation,Comedy,Family"
tt0038975,7.3,9885,movie,the spiral staircase,The Spiral Staircase,0,1946,83,"Drama,Horror,Mystery"
tt0039004,6.9,530,movie,pastoral symphony,La symphonie pastorale,0,1946,110,Drama
tt0039152,6.9,5848,movie,angel and the badman,Angel and the Badman,0,1947,100,"Romance,Western"
tt0039286,7.3,8451,movie,crossfire,Crossfire,0,1947,86,"Crime,Drama,Film-Noir"
tt0039404,6.5,8101,movie,fun and fancy free,Fun & Fancy Free,0,1947,73,"Adventure,Animation,Comedy"
tt0039416,7.2,16117,movie,gentleman's agreement,Gentleman's Agreement,0,1947,118,"Drama,Romance"
tt0039420,7.8,18514,movie,the ghost and mrs. muir,The Ghost and Mrs. Muir,0,1947,104,"Comedy,Drama,Fantasy"
tt0039428,6.7,1151,movie,golden earrings,Golden Earrings,0,1947,95,"Adventure,Romance,War"
tt0039589,7.0,3640,movie,lured,Lured,0,1947,102,"Crime,Film-Noir,Mystery"
tt0039628,7.9,47163,movie,miracle on 34th street,Miracle on 34th Street,0,1947,96,"Comedy,Drama,Family"
tt0039631,7.8,17183,movie,monsieur verdoux,Monsieur Verdoux,0,1947,124,"Comedy,Crime,Drama"
tt0039689,8.0,36189,movie,out of the past,Out of the Past,0,1947,97,"Crime,Drama,Film-Noir"
tt0039694,6.5,11108,movie,the paradine case,The Paradine Case,0,1947,125,"Crime,Drama,Romance"
tt0039698,6.4,1168,movie,the perils of pauline,The Perils of Pauline,0,1947,96,Drama
tt0039748,6.6,1577,movie,railroaded!,Railroaded!,0,1947,72,"Crime,Drama,Film-Noir"
tt0039881,6.9,3553,movie,t-men,T-Men,0,1947,92,"Crime,Film-Noir,Thriller"
tt0040068,7.3,17310,movie,abbott and costello meet frankenstein,Bud Abbott Lou Costello Meet Frankenstein,0,1948,83,"Comedy,Family,Fantasy"
tt0040366,7.2,6636,movie,force of evil,Force of Evil,0,1948,79,"Crime,Drama,Film-Noir"
tt0040416,7.6,16585,movie,hamlet,Hamlet,0,1948,154,Drama
tt0040427,7.1,5873,movie,he walked by night,He Walked by Night,0,1948,79,"Crime,Film-Noir,Thriller"
tt0040506,7.8,40014,movie,key largo,Key Largo,0,1948,100,"Action,Crime,Drama"
tt0040552,6.1,1195,movie,the loves of carmen,The Loves of Carmen,0,1948,99,"Adventure,Drama,Music"
tt0040580,6.2,5892,movie,melody time,Melody Time,0,1948,75,"Animation,Comedy,Family"
tt0040664,5.7,695,movie,on our merry way,On Our Merry Way,0,1948,107,"Comedy,Music,Romance"
tt0040723,7.2,4630,movie,raw deal,Raw Deal,0,1948,79,"Crime,Drama,Film-Noir"
tt0040746,8.0,139676,movie,rope,Rope,0,1948,80,"Crime,Drama,Mystery"
tt0040897,8.2,122164,movie,the treasure of the sierra madre,The Treasure of the Sierra Madre,0,1948,126,"Adventure,Drama,Western"
tt0041113,7.5,14688,movie,all the king's men,All the King's Men,0,1949,110,"Drama,Film-Noir"
tt0041503,7.0,3770,movie,impact,Impact,0,1949,111,"Crime,Drama,Film-Noir"
tt0041509,6.7,3273,movie,the inspector general,The Inspector General,0,1949,102,"Comedy,Musical,Romance"
tt0041650,7.0,5177,movie,mighty joe young,Mighty Joe Young,0,1949,94,"Adventure,Drama,Fantasy"
tt0041716,7.4,17251,movie,on the town,On the Town,0,1949,98,"Comedy,Musical,Romance"
tt0041890,6.9,1460,movie,so dear to my heart,So Dear to My Heart,0,1948,79,"Animation,Drama,Family"
tt0041959,8.1,168400,movie,the third man,The Third Man,0,1949,104,"Film-Noir,Mystery,Thriller"
tt0042004,6.1,7122,movie,under capricorn,Under Capricorn,0,1949,117,"Crime,Drama,Romance"
tt0042054,7.2,265,movie,crows and sparrows,Wuya yu maque,0,1949,113,Drama
tt0042192,8.3,128538,movie,all about eve,All About Eve,0,1950,138,Drama
tt0042208,7.8,26206,movie,the asphalt jungle,The Asphalt Jungle,0,1950,112,"Crime,Drama,Film-Noir"
tt0042276,7.5,11065,movie,born yesterday,Born Yesterday,0,1950,103,"Comedy,Drama,Romance"
tt0042332,7.3,155712,movie,cinderella,Cinderella,0,1950,74,"Animation,Family,Fantasy"
tt0042354,7.1,238,movie,the forbidden christ,Il Cristo proibito,0,1951,99,"Drama,Mystery,War"
tt0042393,6.3,4017,movie,destination moon,Destination Moon,0,1950,92,"Adventure,Drama,Sci-Fi"
tt0042451,7.2,11126,movie,father of the bride,Father of the Bride,0,1950,92,"Comedy,Romance"
tt0042469,3.6,492,movie,the flying saucer,The Flying Saucer,0,1950,69,"Sci-Fi,Thriller"
tt0042546,7.9,54855,movie,harvey,Harvey,0,1950,104,"Comedy,Drama,Fantasy"
tt0042644,6.5,2005,movie,kim,Kim,0,1950,113,"Adventure,Drama,Family"
tt0042897,4.9,2252,movie,rocketship x-m,Rocketship X-M,0,1950,77,"Family,Sci-Fi"
tt0042994,7.0,14005,movie,stage fright,Stage Fright,0,1950,110,"Film-Noir,Mystery,Thriller"
tt0043014,8.4,215829,movie,sunset blvd.,Sunset Blvd.,0,1950,110,"Drama,Film-Noir"
tt0043140,6.8,789,movie,five angles on murder,The Woman in Question,0,1950,88,"Crime,Drama,Mystery"
tt0043265,7.7,77345,movie,the african queen,The African Queen,0,1951,105,"Adventure,Drama,Romance"
tt0043274,7.4,137727,movie,alice in wonderland,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy"
tt0043278,7.2,33010,movie,an american in paris,An American in Paris,0,1951,114,"Drama,Musical,Romance"
tt0043379,7.3,6595,movie,captain horatio hornblower,Captain Horatio Hornblower R.N.,0,1951,117,"Action,Adventure,Drama"
tt0043456,7.8,80687,movie,the day the earth stood still,The Day the Earth Stood Still,0,1951,92,"Drama,Sci-Fi"
tt0043618,6.4,805,movie,happy go lovely,Happy Go Lovely,0,1951,97,"Comedy,Musical,Romance"
tt0043899,6.9,3980,movie,pandora and the flying dutchman,Pandora and the Flying Dutchman,0,1951,122,"Drama,Fantasy,Mystery"
tt0043924,7.8,22170,movie,a place in the sun,A Place in the Sun,0,1951,122,"Drama,Romance"
tt0044079,7.9,131523,movie,strangers on a train,Strangers on a Train,0,1951,101,"Crime,Drama,Film-Noir"
tt0044081,8.0,105949,movie,a streetcar named desire,A Streetcar Named Desire,0,1951,122,Drama
tt0044121,7.1,29360,movie,the thing from another world,The Thing from Another World,0,1951,87,"Horror,Sci-Fi"
tt0044364,6.9,2803,movie,another man's poison,Another Man's Poison,0,1951,90,"Crime,Drama,Film-Noir"
tt0044420,5.7,1620,movie,the big trees,The Big Trees,0,1952,89,Western
tt0044517,7.1,6268,movie,the crimson pirate,The Crimson Pirate,0,1952,105,"Action,Adventure,Comedy"
tt0044672,6.6,14233,movie,the greatest show on earth,The Greatest Show on Earth,0,1952,152,"Drama,Family,Romance"
tt0044706,8.0,102512,movie,high noon,High Noon,0,1952,85,"Drama,Thriller,Western"
tt0044837,8.0,19862,movie,limelight,Limelight,0,1952,137,"Drama,Music,Romance"
tt0044863,6.6,3374,movie,macao,Macao,0,1952,81,"Adventure,Crime,Drama"
tt0045061,7.7,37674,movie,the quiet man,The Quiet Man,0,1952,129,"Comedy,Drama,Romance"
tt0045152,8.3,234743,movie,singin' in the rain,Singin' in the Rain,0,1952,103,"Comedy,Musical,Romance"
tt0045162,6.1,5204,movie,the snows of kilimanjaro,The Snows of Kilimanjaro,0,1952,114,"Adventure,Drama,Romance"
tt0045251,7.6,8510,movie,othello,The Tragedy of Othello: The Moor of Venice,0,1951,90,"Drama,History,Romance"
tt0045537,7.5,11177,movie,the band wagon,The Band Wagon,0,1953,112,"Comedy,Musical,Romance"
tt0045793,7.6,46139,movie,from here to eternity,From Here to Eternity,0,1953,118,"Drama,Romance,War"
tt0045826,4.2,8558,movie,glen or glenda,Glen or Glenda,0,1953,65,Drama
tt0045877,6.9,8682,movie,the hitch-hiker,The Hitch-Hiker,0,1953,71,"Crime,Drama,Film-Noir"
tt0045897,7.3,20701,movie,i confess,I Confess,0,1953,95,"Crime,Drama,Thriller"
tt0045920,6.5,9325,movie,it came from outer space,It Came from Outer Space,0,1953,81,"Horror,Sci-Fi"
tt0046126,7.0,16908,movie,niagara,Niagara,0,1953,92,"Film-Noir,Thriller"
tt0046183,7.3,135731,movie,peter pan,Peter Pan,0,1953,77,"Adventure,Animation,Family"
tt0046213,3.2,1207,movie,project moon base,Project Moon Base,0,1953,63,Sci-Fi
tt0046250,8.0,135751,movie,roman holiday,Roman Holiday,0,1953,118,"Comedy,Romance"
tt0046303,7.6,39878,movie,shane,Shane,0,1953,118,"Drama,Western"
tt0046359,8.0,54971,movie,stalag 17,Stalag 17,0,1953,120,"Comedy,Drama,War"
tt0046414,6.4,9021,movie,beat the devil,Beat the Devil,0,1953,89,"Action,Adventure,Comedy"
tt0046435,7.0,6814,movie,titanic,Titanic,0,1953,98,"Drama,History,Romance"
tt0046534,7.0,34944,movie,the war of the worlds,The War of the Worlds,0,1953,85,"Action,Sci-Fi,Thriller"
tt0046672,7.2,33048,movie,"20,000 leagues under the sea","20,000 Leagues Under the Sea",0,1954,127,"Adventure,Drama,Family"
tt0046876,6.9,29533,movie,creature from the black lagoon,Creature from the Black Lagoon,0,1954,79,"Horror,Sci-Fi"
tt0046907,4.9,1509,movie,devil girl from mars,Devil Girl from Mars,0,1954,77,"Horror,Sci-Fi"
tt0046912,8.2,170937,movie,dial m for murder,Dial M for Murder,0,1954,105,"Crime,Thriller"
tt0047034,7.5,32895,movie,godzilla,Gojira,0,1954,96,"Horror,Sci-Fi"
tt0047127,3.6,2663,movie,jail bait,Jail Bait,0,1954,71,"Crime,Drama,Film-Noir"
tt0047162,6.2,3733,movie,the last time i saw paris,The Last Time I Saw Paris,0,1954,116,"Drama,Romance"
tt0047296,8.1,151475,movie,on the waterfront,On the Waterfront,0,1954,108,"Crime,Drama,Thriller"
tt0047396,8.5,476701,movie,rear window,Rear Window,0,1954,112,"Mystery,Thriller"
tt0047437,7.6,63555,movie,sabrina,Sabrina,0,1954,113,"Comedy,Drama,Romance"
tt0047478,8.7,336394,movie,seven samurai,Shichinin no samurai,0,1954,207,"Action,Drama"
tt0047573,7.2,21624,movie,them!,Them!,0,1954,94,"Horror,Sci-Fi"
tt0047630,6.6,4055,movie,ulysses,Ulisse,0,1954,117,"Adventure,Fantasy,History"
tt0047673,7.6,42246,movie,white christmas,White Christmas,0,1954,120,"Comedy,Musical,Romance"
tt0047878,7.3,7441,movie,the big combo,The Big Combo,0,1955,87,"Crime,Drama,Film-Noir"
tt0047898,4.1,7082,movie,bride of the monster,Bride of the Monster,0,1955,69,"Horror,Sci-Fi"
tt0047977,6.9,4159,movie,davy crockett: king of the wild frontier,Davy Crockett: King of the Wild Frontier,0,1955,93,"Adventure,Drama,Family"
tt0048028,7.8,44583,movie,east of eden,East of Eden,0,1955,118,Drama
tt0048034,6.6,1309,movie,the end of the affair,The End of the Affair,0,1955,105,"Drama,Romance"
tt0048140,7.1,17311,movie,guys and dolls,Guys and Dolls,0,1955,150,"Comedy,Crime,Musical"
tt0048215,5.9,5508,movie,it came from beneath the sea,It Came from Beneath the Sea,0,1955,79,"Horror,Sci-Fi"
tt0048254,6.6,23328,movie,killer's kiss,Killer's Kiss,0,1955,67,"Crime,Drama,Film-Noir"
tt0048280,7.3,131826,movie,lady and the tramp,Lady and the Tramp,0,1955,76,"Adventure,Animation,Comedy"
tt0048316,6.4,4817,movie,love is a many-splendored thing,Love Is a Many-Splendored Thing,0,1955,102,"Biography,Drama,Romance"
tt0048342,7.3,10663,movie,the man from laramie,The Man from Laramie,0,1955,103,Western
tt0048347,7.3,10995,movie,the man with the golden arm,The Man with the Golden Arm,0,1955,119,"Crime,Drama,Romance"
tt0048356,7.7,23711,movie,marty,Marty,0,1955,90,"Drama,Romance"
tt0048380,7.7,16526,movie,mister roberts,Mister Roberts,0,1955,123,"Comedy,Drama,War"
tt0048473,8.4,30752,movie,pather panchali,Pather Panchali,0,1955,125,Drama
tt0048491,7.1,8700,movie,picnic,Picnic,0,1955,115,"Drama,Romance"
tt0048545,7.7,88695,movie,rebel without a cause,Rebel Without a Cause,0,1955,111,Drama
tt0048696,6.4,9543,movie,tarantula,Tarantula,0,1955,80,"Horror,Sci-Fi"
tt0048728,7.4,71231,movie,to catch a thief,To Catch a Thief,0,1955,106,"Mystery,Romance,Thriller"
tt0048750,7.0,37620,movie,the trouble with harry,The Trouble with Harry,0,1955,99,"Comedy,Mystery"
tt0048956,8.3,13575,movie,aparajito,Aparajito,0,1956,110,Drama
tt0048960,6.7,26866,movie,around the world in 80 days,Around the World in 80 Days,0,1956,167,"Adventure,Comedy,Family"
tt0048977,7.4,14130,movie,the bad seed,The Bad Seed,0,1956,129,"Drama,Horror,Thriller"
tt0049169,6.3,7839,movie,earth vs. the flying saucers,Earth vs. the Flying Saucers,0,1956,83,"Action,Horror,Sci-Fi"
tt0049223,7.5,48119,movie,forbidden planet,Forbidden Planet,0,1956,98,"Adventure,Sci-Fi"
tt0049261,7.6,37888,movie,giant,Giant,0,1956,201,"Drama,Western"
tt0049279,6.9,1198,movie,the great locomotive chase,The Great Locomotive Chase,0,1956,85,"Action,Adventure,Family"
tt0049366,7.7,48500,movie,invasion of the body snatchers,Invasion of the Body Snatchers,0,1956,80,"Drama,Horror,Sci-Fi"
tt0049370,4.9,2386,movie,it conquered the world,It Conquered the World,0,1956,71,"Horror,Sci-Fi"
tt0049406,8.0,87781,movie,the killing,The Killing,0,1956,84,"Crime,Drama,Film-Noir"
tt0049408,7.4,25654,movie,the king and i,The King and I,0,1956,133,"Biography,Drama,Musical"
tt0049470,7.4,63064,movie,the man who knew too much,The Man Who Knew Too Much,0,1956,120,"Drama,Thriller"
tt0049516,5.0,3431,movie,the mole people,The Mole People,0,1956,77,"Adventure,Fantasy,Horror"
tt0049521,6.8,2342,movie,death in the garden,La mort en ce jardin,0,1956,104,"Adventure,Drama"
tt0049730,7.9,87203,movie,the searchers,The Searchers,0,1956,119,"Adventure,Drama,Western"
tt0049967,6.1,2842,movie,x the unknown,X the Unknown,0,1956,81,"Horror,Sci-Fi"
tt0050083,9.0,754872,movie,12 angry men,12 Angry Men,0,1957,96,"Crime,Drama"
tt0050095,6.4,4167,movie,the abominable snowman,The Abominable Snowman,0,1957,91,"Adventure,Horror"
tt0050105,7.5,29941,movie,an affair to remember,An Affair to Remember,0,1957,115,"Drama,Romance"
tt0050212,8.2,215536,movie,the bridge on the river kwai,The Bridge on the River Kwai,0,1957,161,"Adventure,Drama,War"
tt0050280,7.1,10896,movie,the curse of frankenstein,The Curse of Frankenstein,0,1957,82,"Horror,Sci-Fi,Thriller"
tt0050292,5.4,563,movie,daughter of dr. jekyll,Daughter of Dr. Jekyll,0,1957,71,"Fantasy,Horror"
tt0050371,8.2,15447,movie,a face in the crowd,A Face in the Crowd,0,1957,126,"Drama,Music"
tt0050419,7.0,29599,movie,funny face,Funny Face,0,1957,103,"Comedy,Musical,Romance"
tt0050558,6.2,618,movie,the james dean story,The James Dean Story,0,1957,81,"Biography,Documentary"
tt0050598,7.0,8005,movie,a king in new york,A King in New York,0,1957,110,"Comedy,Drama"
tt0050610,5.7,1788,movie,kronos,Kronos,0,1957,78,"Action,Drama,Horror"
tt0050658,7.2,15254,movie,love in the afternoon,Love in the Afternoon,0,1957,130,"Comedy,Crime,Drama"
tt0050738,6.3,917,movie,my man godfrey,My Man Godfrey,0,1957,92,Comedy
tt0050783,8.1,47815,movie,nights of cabiria,Le notti di Cabiria,0,1957,110,Drama
tt0050798,7.3,13242,movie,old yeller,Old Yeller,0,1957,83,"Adventure,Drama,Family"
tt0050814,6.7,3583,movie,the pajama game,The Pajama Game,0,1957,101,"Comedy,Drama,Musical"
tt0050815,6.7,5314,movie,pal joey,Pal Joey,0,1957,111,"Drama,Musical,Romance"
tt0050825,8.4,191612,movie,paths of glory,Paths of Glory,0,1957,88,"Drama,War"
tt0050976,8.1,180201,movie,the seventh seal,Det sjunde inseglet,0,1957,96,"Drama,Fantasy,History"
tt0051207,7.4,27924,movie,the wrong man,The Wrong Man,0,1956,105,"Drama,Film-Noir"
tt0051337,7.1,13092,movie,the 7th voyage of sinbad,The 7th Voyage of Sinbad,0,1958,88,"Action,Adventure,Family"
tt0051383,7.9,11289,movie,auntie mame,Auntie Mame,0,1958,143,"Comedy,Drama,Romance"
tt0051406,6.8,11036,movie,bell book and candle,Bell Book and Candle,0,1958,106,"Comedy,Fantasy,Romance"
tt0051411,7.9,17555,movie,the big country,The Big Country,0,1958,166,"Romance,Western"
tt0051418,6.3,25675,movie,the blob,The Blob,0,1958,86,"Horror,Sci-Fi"
tt0051459,8.0,48436,movie,cat on a hot tin roof,Cat on a Hot Tin Roof,0,1958,108,Drama
tt0051554,7.3,24392,movie,horror of dracula,Dracula,0,1958,82,"Drama,Horror"
tt0051622,7.1,22725,movie,the fly,The Fly,0,1958,94,"Drama,Horror,Sci-Fi"
tt0051658,6.7,22395,movie,gigi,Gigi,0,1958,115,"Comedy,Musical,Romance"
tt0051744,6.8,26527,movie,house on haunted hill,House on Haunted Hill,0,1959,75,"Crime,Horror,Mystery"
tt0051818,6.9,5142,movie,king creole,King Creole,0,1958,116,"Crime,Drama,Musical"
tt0051852,6.8,814,movie,the law,La legge,0,1959,126,"Comedy,Crime,Drama"
tt0051980,7.8,3328,movie,the ballad of narayama,Narayama bushikô,0,1958,98,Drama
tt0051994,7.9,15063,movie,a night to remember,A Night to Remember,0,1958,123,"Drama,History"
tt0052027,6.9,7687,movie,the old man and the sea,The Old Man and the Sea,0,1958,86,"Adventure,Drama"
tt0052077,3.9,38076,movie,plan 9 from outer space,Plan 9 from Outer Space,0,1957,79,"Horror,Sci-Fi"
tt0052126,6.7,1539,movie,the reluctant debutante,The Reluctant Debutante,0,1958,94,"Comedy,Romance"
tt0052151,7.3,11412,movie,run silent run deep,"Run Silent, Run Deep",0,1958,93,"Action,Drama,War"
tt0052225,6.8,8760,movie,south pacific,South Pacific,0,1958,157,"Musical,Romance,War"
tt0052287,6.8,2092,movie,terror in a texas town,Terror in a Texas Town,0,1958,80,"Drama,Western"
tt0052311,8.0,102951,movie,touch of evil,Touch of Evil,0,1958,95,"Crime,Drama,Film-Noir"
tt0052357,8.3,391410,movie,vertigo,Vertigo,0,1958,128,"Mystery,Romance,Thriller"
tt0052561,8.0,64937,movie,anatomy of a murder,Anatomy of a Murder,0,1959,161,"Drama,Mystery"
tt0052572,8.5,14115,movie,the world of apu,Apur Sansar,0,1959,105,Drama
tt0052602,6.0,5067,movie,the bat,The Bat,0,1959,80,"Horror,Mystery,Thriller"
tt0052607,6.6,1483,movie,the battle of the sexes,The Battle of the Sexes,0,1960,84,Comedy
tt0052618,8.1,233264,movie,ben-hur,Ben-Hur,0,1959,212,"Adventure,Drama,History"
tt0052646,4.4,6889,movie,the brain that wouldn't die,The Brain That Wouldn't Die,0,1962,82,"Horror,Sci-Fi"
tt0052722,7.1,7929,movie,darby o'gill and the little people,Darby O'Gill and the Little People,0,1959,93,"Adventure,Family,Fantasy"
tt0052846,3.6,3871,movie,the giant gila monster,The Giant Gila Monster,0,1959,74,"Horror,Sci-Fi,Thriller"
tt0052888,4.3,1383,movie,the hideous sun demon,The Hideous Sun Demon,0,1958,74,"Horror,Sci-Fi"
tt0052969,4.1,4964,movie,the killer shrews,The Killer Shrews,0,1959,69,"Horror,Sci-Fi"
tt0053085,6.7,9396,movie,the mummy,The Mummy,0,1959,86,"Adventure,Horror"
tt0053125,8.3,319242,movie,north by northwest,North by Northwest,0,1959,136,"Adventure,Mystery,Thriller"
tt0053137,7.1,12828,movie,on the beach,On the Beach,0,1959,134,"Drama,Romance,Sci-Fi"
tt0053183,7.1,4589,movie,pork chop hill,Pork Chop Hill,0,1959,97,"Drama,War"
tt0053198,8.1,114482,movie,the 400 blows,Les quatre cents coups,0,1959,99,"Crime,Drama"
tt0053219,5.7,4662,movie,return of the fly,Return of the Fly,0,1959,80,"Drama,Fantasy,Horror"
tt0053226,7.6,6083,movie,room at the top,Room at the Top,0,1959,117,"Drama,Romance"
tt0053271,6.5,4957,movie,the shaggy dog,The Shaggy Dog,0,1959,104,"Comedy,Family,Fantasy"
tt0053285,7.3,145009,movie,sleeping beauty,Sleeping Beauty,0,1959,75,"Adventure,Animation,Family"
tt0053291,8.2,260113,movie,some like it hot,Some Like It Hot,0,1959,121,"Comedy,Music,Romance"
tt0053318,7.5,15263,movie,"suddenly, last summer","Suddenly, Last Summer",0,1959,114,"Drama,Mystery,Thriller"
tt0053363,6.6,8043,movie,the tingler,The Tingler,0,1959,82,Horror
tt0053459,7.6,30699,movie,eyes without a face,Les yeux sans visage,0,1960,90,"Drama,Horror"
tt0053604,8.3,176617,movie,the apartment,The Apartment,0,1960,125,"Comedy,Drama,Romance"
tt0053719,6.7,7253,movie,the city of the dead,The City of the Dead,0,1960,78,"Horror,Mystery,Thriller"
tt0053726,6.0,239,movie,black tights,1-2-3-4 ou Les collants noirs,0,1961,140,"Drama,Musical"
tt0053848,6.1,3734,movie,g.i. blues,G.I. Blues,0,1960,104,"Comedy,Musical"
tt0053946,8.1,29630,movie,inherit the wind,Inherit the Wind,0,1960,128,"Biography,Drama,History"
tt0053994,6.6,1456,movie,kidnapped,Kidnapped,0,1959,97,"Action,Adventure,Drama"
tt0054033,6.3,17814,movie,the little shop of horrors,The Little Shop of Horrors,0,1960,72,"Comedy,Horror"
tt0054067,7.1,15143,movie,black sunday,La maschera del demonio,0,1960,87,Horror
tt0054167,7.6,34432,movie,peeping tom,Peeping Tom,0,1960,101,"Drama,Horror,Thriller"
tt0054189,7.7,15994,movie,purple noon,Plein soleil,0,1960,118,"Crime,Drama,Thriller"
